ÃÄ«~¥N½X,ÃÄ«~¦WºÙ,¼Æ¶q
AB293551G0,POLYMAGAL 100MG + SULCAIN 100MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
AB29447209,CEFAZOLIN (=CEPHAZOLIN) ¡A ª`®g¾¯ ¡A 1000.00 MG,2225502.8
AB29447212,CEFAZOLIN (=CEPHAZOLIN) ¡A ª`®g¾¯ ¡A 2000.00 MG,12
AB29447277,CEFAZOLIN (=CEPHAZOLIN) ¡A ª`®g¾¯ ¡A 500.00 MG,32311.6
AB29478100,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,437784
AB294781G0,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,2792028.6
AB29551100,OXAZOLAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,36347
AB29581100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,2084947.9
AB297291G0,SUCRALFATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,0
AB29836277,SODIUM CHLORIDE ¡A ª`®g¾¯ ¡A 9.00  MG/ML ¡A 500.00 ML,1
AB29905100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,3914154.5
AB29987100,DOMPERIDONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,1283648.1
AB30119100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,3610787.4
AB30122100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,754582.9
AB301221G0,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,52653
AB30647500,DICLOFENAC ¡A ®ê¾¯ ¡A 12.50 MG,1380.6
AB30651500,DICLOFENAC ¡A ®ê¾¯ ¡A 25.00 MG,69.5
AB30749100,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,2073125.6
AB307491G0,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,4343913.7
AB30917100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,144523.7
AB30970100,GLICLAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00 MG,8272
AB30999100,PIPERILATE ¡]=PIPETHANATE¡^ETHOBROMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,29542
AB309991G0,PIPERILATE ¡]=PIPETHANATE¡^ETHOBROMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,26690
AB31034377,SODIUM CHLORIDE ¡A ¥~¥Î²G¾¯ ¡A 9.00  MG/ML ¡A 500.00 ML,14055
AB31086329,BETAMETHASONE (DIPROPIONATE) ¡A ¥~¥Î²G¾¯ ¡A 0.50  MG/GM ¡A 10.00 GM,103510
AB31138100,BEZAFIBRATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,988
AB31176500,DICLOFENAC ¡A ®ê¾¯ ¡A 25.00 MG,11124.8
AB31295100,OXAZOLAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,341566.5
AB312951G0,OXAZOLAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,167725
AB31447100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,133022.8
AB31596100,TICLOPIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,8247581.3
AB31608500,DOMPERIDONE ¡A ®ê¾¯ ¡A 10.00 MG,192.3
AB31881500,DICLOFENAC ¡A ®ê¾¯ ¡A 12.50 MG,188504.1
AB31889100,DILTIAZEM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,60243.5
AB31896100,AMBROXOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,4869112.5
AB318961G0,AMBROXOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,24146600.6
AB31990100,OXETHAZAINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11248773.5
AB319901G0,OXETHAZAINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,4769227.3
AB32309100,ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,91130.1
AB323091G0,ACETAMINOPHEN 450MG + CHLORMEZANONE 100MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,14704
AB32312100,IBUPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,2379695
AB323121G0,IBUPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,9292261.1
AB32315100,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,104153
AB323151G0,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,38407.1
AB32322100,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,17888
AB323221G0,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,39820.5
AB32506100,PIPERILATE ¡]=PIPETHANATE¡^ETHOBROMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,1328254.3
AB325061G0,PIPERILATE ¡]=PIPETHANATE¡^ETHOBROMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,117669.6
AB32549209,CEFAZOLIN (=CEPHAZOLIN) ¡A ª`®g¾¯ ¡A 1000.00 MG,2422933.2
AB32549277,CEFAZOLIN (=CEPHAZOLIN) ¡A ª`®g¾¯ ¡A 500.00 MG,21
AB32576216,DICLOFENAC ¡A ª`®g¾¯ ¡A 75.00 MG,3295.2
AB32648100,RANITIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 150.00 MG,0
AB32814100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,152862.3
AB32926100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,1117014.9
AB329261G0,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,212280.4
AB32990238,FAMOTIDINE ¡A ª`®g¾¯ ¡A 20.00 MG,13
AB33029100,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,288300.2
AB330291G0,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,2968475.9
AB33064100,IBUPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,0
AB330641G0,IBUPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,0
AB33091100,TICLOPIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,2998338
AB33128100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,111
AB331281G0,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,0
AB33411100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,564137
AB334111G0,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,122966.2
AB33540100,CEPHRADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,1993
AB33541421,TRIAMCINOLONE ¡A ¤f¤º»I ¡A 1.00  MG/GM ¡A 5.00 GM,58791.6
AB33541423,TRIAMCINOLONE ¡A ¤f¤º»I ¡A 1.00  MG/GM ¡A 6.00 GM,12333.5
AB33544100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,8964055.6
AB33545100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,5843
AB33546100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,66359.5
AB33698209,CEFAZOLIN (=CEPHAZOLIN) ¡A ª`®g¾¯ ¡A 1000.00 MG,396662
AB33699100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,2614659.8
AB336991G0,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,7033795.8
AB33829100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,45454.7
AB33945216,DICLOFENAC ¡A ª`®g¾¯ ¡A 75.00 MG,18818.7
AB33947100,DOMPERIDONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,1305913.1
AB339471G0,DOMPERIDONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,26304963.6
AB34032209,CEFTRIAXONE ¡A ª`®g¾¯ ¡A 1000.00 MG,40550.6
AB34087100,RANITIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 150.00 MG,0
AB34096100,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,136589.5
AB340961G0,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,12769337
AB34110100,AMANTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,0
AB34359100,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,13140
AB343591G0,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,67763
AB34364100,PENTOXIFYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,497128
AB34736100,GLICLAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00 MG,12337
AB347361G0,GLICLAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00 MG,8668
AB348041G0,IBUPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,93888
AB35054100,FLURBIPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,2211
AB350541G0,FLURBIPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,1276
AB35169500,CLOTRIMAZOLE ¡A ³±¹D¥Î¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,111462.9
AB35179100,FLURBIPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,1867406
AB35665100,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,25167
AB356651G0,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,1499320.5
AB35680321,CLOBETASOL PROPIONATE ¡A ¥~¥Î³n»I¾¯ ¡A 0.50  MG/GM ¡A 5.00 GM,727
AB35680329,CLOBETASOL PROPIONATE ¡A ¥~¥Î³n»I¾¯ ¡A 0.50  MG/GM ¡A 10.00 GM,886
AB35833309,SODIUM CHLORIDE ¡A ¥~¥Î²G¾¯ ¡A 9.00  MG/ML ¡A 1000.00 ML,13029
AB35833377,SODIUM CHLORIDE ¡A ¥~¥Î²G¾¯ ¡A 9.00  MG/ML ¡A 500.00 ML,44966.4
AB36015338,ETOFENAMATE ¡A ¥~¥Î³n»I¾¯ ¡A 100.00  MG/GM ¡A 20.00 GM,4206
AB36082100,CEFACLOR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,4223535.1
AB361291G0,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,0
AB36130100,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,0
AB361301G0,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,0
AB36247100,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,40562
AB362471G0,CIMETIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,31198
AB36248100,FLURBIPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,852983.9
AB36485100,FLURBIPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,0
AB36534100,PIRACETAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,33829
AB365341G0,PIRACETAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,4629
AB36751209,CEFTRIAXONE ¡A ª`®g¾¯ ¡A 1000.00 MG,1246257.5
AB36751277,CEFTRIAXONE ¡A ª`®g¾¯ ¡A 500.00 MG,335184.8
AB36788100,CAPTOPRIL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,13596
AB367881G0,CAPTOPRIL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,16070.9
AB37126221,RITODRINE ¡A ª`®g¾¯ ¡A 50.00 MG,101282.2
AB37196100,RITODRINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,729727.9
AB37550212,AMIKACIN ¡A ª`®g¾¯ ¡A 250.00 MG,90578.5
AB37577100,FLUDIAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MCG,180
AB37601100,FAMOTIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,0
AB376011G0,FAMOTIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,0
AB37608100,PIRACETAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,0
AB38016100,GEMFIBROZIL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 600.00 MG,36492
AB38019100,DICLOFENAC ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,125333.5
AB38075351,HYDROCORTISONE ¡A ¥~¥Î²G¾¯ ¡A 1.67  MG/ML ¡A 60.00 ML,28915
AB38213100,OFLOXACIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,739057
AB38288312,ACYCLOVIR ¡A ¥~¥Î³n»I¾¯ ¡A 50.00  MG/GM ¡A 2.00 GM,294
AB38288321,ACYCLOVIR ¡A ¥~¥Î³n»I¾¯ ¡A 50.00  MG/GM ¡A 5.00 GM,19443.7
AB38288329,ACYCLOVIR ¡A ¥~¥Î³n»I¾¯ ¡A 50.00  MG/GM ¡A 10.00 GM,247
AB38332100,CEFACLOR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,2495509.7
AB38554100,OFLOXACIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,146894.8
AB38574100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,1121863.4
AB38600100,DILTIAZEM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 60.00 MG,271236.5
AB38605100,FAMOTIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,4447051
AB386051G0,FAMOTIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,33476789.4
AB38610100,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,0
AB38685100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,4725847.6
AB38710100,RANITIDINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,98
AB38843212,CEFOXITIN (=CEPHOXITIN) ¡A ª`®g¾¯ ¡A 2000.00 MG,16884
AB38867100,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,312559
AB388671G0,ATENOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,2314324.5
AB38927323,ACYCLOVIR ¡A ¥~¥Î³n»I¾¯ ¡A 50.00  MG/GM ¡A 6.00 GM,621.6
AB39013100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,17848.5
AB39223212,CEFTAZIDIME ¡A ª`®g¾¯ ¡A 2000.00 MG,31290
AB39701151,LACTULOSE ¡A ¤fªA²G¾¯ ¡A 60.00 ML  600-667MG/ML,768899.4
AB39701166,LACTULOSE ¡A¤fªA²G¾¯ ¡A 300.00 ML  600-667MG/ML,511121.4
AB39701177,LACTULOSE ¡A ¤fªA²G¾¯ ¡A500.00 ML  600-667MG/ML,21879.9
AB39894248,CALCITONIN SALMON ¡A ª`®g¾¯ ¡A 50.00 ¡A IU,1
AB40046100,MINOCYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,162506.2
AB403021G0,AMBROXOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,45392
AB40517100,TENOXICAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,7396
AB40583100,GLICLAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00 MG,194294.5
AB405831G0,GLICLAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00 MG,4045425.8
AB40644100,MINOCYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,38113
AB408351G0,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,468035
AB40982209,CEFOXITIN (=CEPHOXITIN) ¡A ª`®g¾¯ ¡A 1000.00 MG,111758
AB40983100,CALCITRIOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A .50 MCG,2764017.6
AB41037229,DOXORUBICIN LIPOSOMAL COMPLEX¡A ª`®g¾¯ ¡A 20.00 MG,17371
AB410701G0,SULPIRIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,0
AB41226100,TRANEXAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,1020407.1
AB412261G0,TRANEXAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,5699394.8
AB41233100,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,237275
AB412331G0,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,13826418
AB41236151,AMBROXOL ¡A ¤fªA²G¾¯ ¡A 3.00  MG/ML ¡A 60.00 ML,104877.3
AB41236155,AMBROXOL ¡A ¤fªA²G¾¯ ¡A 3.00  MG/ML ¡A 100.00 ML,3595
AB41236157,AMBROXOL ¡A ¤fªA²G¾¯ ¡A 3.00  MG/ML ¡A 120.00 ML,11121
AB41332100,GEMFIBROZIL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,196177
AB413321G0,GEMFIBROZIL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,6329829.1
AB41378100,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,0
AB413781G0,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,0
AB41519100,FLUDIAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MCG,2389
AB41535100,PENTOXIFYLLINE ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,7763426.6
AB41606100,FLUOXETINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG (DISPERSIBLE),3619982
AB41641100,INDAPAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.50 MG,1133036.4
AB41654100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,173110.5
AB416541G0,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,72838
AB41669100,ACEBUTOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,732523.1
AB41684238,TENOXICAM ¡A ª`®g¾¯ ¡A 20.00 MG,54027.4
AB41956100,METOPROLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,130
AB42198100,ALVERINE CITRATE¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 60.00 MG,258090.3
AB42687100,DEXTROMETHORPHAN ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 60.00 MG,634322.6
AB42743100,MEPHENOXALONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,0
AB42755100,ACYCLOVIR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,0
AB42855100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,1121069.1
AB428551G0,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,657785
AB42908100,GLICLAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00 MG,316509.5
AB429081G0,GLICLAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00 MG,2763914.3
AB42977100,FLUOXETINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG (DISPERSIBLE),38567
AB43122151,PROCATEROL ¡A ¤fªA²G¾¯ ¡A 5.00  MCG/ML ¡A 60.00 ML,157553.7
AB43124421,DICLOFENAC ¡A ²´¥Î²G¾¯ ¡A 1.00  MG/ML ¡A 5.00 ML,11
AB432231G0,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,28274
AB43265100,GLICLAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00 MG,68309
AB432651G0,GLICLAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00 MG,1350483
AB43622100,PROCATEROL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MCG,1220113.1
AB43657100,DICLOFENAC ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,811767
AB43680100,IBUPROFEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,60189
AB437001G0,PROCATEROL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MCG,15340906.4
AB43706100,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,643167.3
AB437061G0,METFORMIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,50176295.6
AB43735112,TERBUTALINE ¡A ¤f»ó¼QÃú/§l¤J¾¯ ¡A 2.50  MG/ML ¡A 2.00 ML,2645196.3
AB43837100,DICLOFENAC ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,292122
AB43847335,SERTACONAZOLE ¡A ¥~¥Î³n»I¾¯ ¡A 20.00  MG/GM ¡A 15.00 GM,253781.7
AB43852100,CARTEOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,259377
AB43859100,CLOZAPINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,775207.6
AB43929100,SULFASALAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,39889257.8
AB43943412,IPRATROPIUM ¡A ¤f»ó¼QÃú/§l¤J¾¯¡A 0.25  MG/ML ¡A 2.00 ML,2405103.8
AB43991100,CLINDAMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 150.00 MG,0
AB439911G0,CLINDAMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 150.00 MG,0
AB44046157,FUROSEMIDE ¡A ¤fªA²G¾¯ ¡A 10.00  MG/ML ¡A 120.00 ML,6567.1
AB44091100,MEPHENOXALONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,1272150.8
AB440911G0,MEPHENOXALONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,12293699.3
AB44098100,FELODIPINE ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,641638.5
AB44122100,ACYCLOVIR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 400.00 MG,1806399.6
AB44124100,CILOSTAZOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,15109988.5
AB44136100,CILOSTAZOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,14893215.1
AB44280265,SODIUM CHLORIDE ¡A ª`®g¾¯ ¡A 9.00  MG/ML ¡A 250.00 ML,0
AB44331100,FINASTERIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,28
AB44374100,SERTRALINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,7293239
AB44403100,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,3613373.7
AB444031G0,DICLOFENAC ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,2236896
AB44434100,PINAVERIUM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50-100 MG,1216753.7
AB44449100,ALVERINE CITRATE¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 67.00 MG,295954
AB44451500,SERTACONAZOLE ¡A ³±¹D¥Î¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,15581
AB44463100,ZOLPIDEM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,1377506
AB44466221,PACLITAXEL ¡A ª`®g¾¯ ¡A 30.00 MG,76466.5
AB44466229,PACLITAXEL ¡A ª`®g¾¯ ¡A 60.00 MG,7708
AB44466235,PACLITAXEL ¡A ª`®g¾¯ ¡A 90.00 MG,13671
AB44466240,PACLITAXEL ¡A ª`®g¾¯ ¡A 150.00 MG,3199
AB44466248,PACLITAXEL ¡A ª`®g¾¯ ¡A 300.00 MG,2755.8
